review_text,rating
one,is
one is,time
one is time,took
one is time took,pizza
one is time took pizza,","
"one is time took pizza ,",both
"one is time took pizza , both",time
"one is time took pizza , both time",was
had,lunch
had lunch,(
had lunch (,today
had lunch ( today,)
had lunch ( today ),chose
had lunch ( today ) chose,the
had lunch ( today ) chose the,course
had lunch ( today ) chose the course,menu
have,visited
have visited,this
have visited this,restaurant
have visited this restaurant,before
have visited this restaurant before,and
have visited this restaurant before and,it
have visited this restaurant before and it,is
have visited this restaurant before and it is,never
food,is
food is,not
food is not,good
food is not good,at
food is not good at,all
food is not good at all,.
food is not good at all .,was
food is not good at all . was,too
a,great
a great,night
a great night,at
a great night at,the
a great night at the,theatre
a great night at the theatre,my
a great night at the theatre my,partner
a great night at the theatre my partner,and
different,have
different have,been
different have been,to
different have been to,in
different have been to in,as
different have been to in as,many
different have been to in as many,weeks
different have been to in as many weeks,and
my,return
my return,from
my return from,a
my return from a,trip
my return from a trip,to
my return from a trip to,have
my return from a trip to have,been
my return from a trip to have been,looking
give,free
give free,wine
give free wine,for
give free wine for,reviews
give free wine for reviews,.
give free wine for reviews .,service
give free wine for reviews . service,is
give free wine for reviews . service is,great
not,see
not see,the
not see the,sign
not see the sign,that
not see the sign that,to
not see the sign that to,order
not see the sign that to order,you
not see the sign that to order you,needed
in,to
in to,this
in to this,restaurant
in to this restaurant,on
in to this restaurant on,the
in to this restaurant on the,way
in to this restaurant on the way,back
in to this restaurant on the way back,to
eating,at
eating at,a
eating at a,bella
eating at a bella,italia
eating at a bella italia,in
eating at a bella italia in,we
eating at a bella italia in we,felt
eating at a bella italia in we felt,confident
busy,but
busy but,great
busy but great,buzz
busy but great buzz,and
busy but great buzz and,friendly
busy but great buzz and friendly,and
busy but great buzz and friendly and,quick
busy but great buzz and friendly and quick,service
was,full
was full,when
was full when,we
was full when we,visited
was full when we visited,but
was full when we visited but,we
was full when we visited but we,were
was full when we visited but we were,lucky
quite,a
quite a,few
quite a few,times
quite a few times,here
quite a few times here,and
quite a few times here and,it
quite a few times here and it,never
quite a few times here and it never,disappoints
food,and
food and,very
food and very,friendly
food and very friendly,service
food and very friendly service,at
food and very friendly service at,the
food and very friendly service at the,.
food and very friendly service at the .,wine
had,a
had a,lovely
had a lovely,meal
had a lovely meal,here
had a lovely meal here,and
had a lovely meal here and,the
had a lovely meal here and the,service
had a lovely meal here and the service,was
with,a
with a,friend
with a friend,in
with a friend in,enjoyed
with a friend in enjoyed,the
with a friend in enjoyed the,experience
with a friend in enjoyed the experience,but
with a friend in enjoyed the experience but,quality
restaurant,was
restaurant was,n't
restaurant was n't,as
restaurant was n't as,busy
restaurant was n't as busy,and
restaurant was n't as busy and,claustrophobic
restaurant was n't as busy and claustrophobic,as
restaurant was n't as busy and claustrophobic as,the
had,a
had a,king
had a king,prawn
had a king prawn,dish
had a king prawn dish,.
had a king prawn dish .,left
had a king prawn dish . left,hungry
had a king prawn dish . left hungry,.
here,with
here with,the
here with the,family
here with the family,at
here with the family at,the
here with the family at the,end
here with the family at the end,of
here with the family at the end of,a
food,and
food and,service
food and service,were
food and service were,good
food and service were good,but
food and service were good but,our
food and service were good but our,table
food and service were good but our table,was
visited,on
visited on,the
visited on the,in
visited on the in,.
visited on the in .,one
visited on the in . one,in
visited on the in . one in,was
visited on the in . one in was,full
waiter,was
waiter was,so
waiter was so,kind
waiter was so kind,and
waiter was so kind and,friendly
waiter was so kind and friendly,as
waiter was so kind and friendly as,he
waiter was so kind and friendly as he,served
not,the
not the,fastest
not the fastest,","
"not the fastest ,",you
"not the fastest , you",always
"not the fastest , you always",get
"not the fastest , you always get",good
"not the fastest , you always get good",quality
visited,last
visited last,week
visited last week,with
visited last week with,my
visited last week with my,friend
visited last week with my friend,while
visited last week with my friend while,we
visited last week with my friend while we,were
and,my
and my,two
and my two,male
and my two male,companions
and my two male companions,arrived
and my two male companions arrived,at
and my two male companions arrived at,the
and my two male companions arrived at the,busy
of,us
of us,took
of us took,a
of us took a,venture
of us took a venture,into
of us took a venture into,the
of us took a venture into the,unknown
of us took a venture into the unknown,last
during,a
during a,day
during a day,trip
during a day trip,to
during a day trip to,for
during a day trip to for,a
during a day trip to for a,late
during a day trip to for a late,lunch
booked,a
booked a,table
booked a table,for
booked a table for,before
booked a table for before,the
booked a table for before the,kinky
booked a table for before the kinky,boots
booked a table for before the kinky boots,show
food,","
"food ,",uninterested
"food , uninterested",service
"food , uninterested service",.
"food , uninterested service .",pasta
"food , uninterested service . pasta",(
"food , uninterested service . pasta (",pollo
"food , uninterested service . pasta ( pollo",limone
on,booked
on booked,a
on booked a,table
on booked a table,for
on booked a table for,children
on booked a table for children,and
on booked a table for children and,three
on booked a table for children and three,adults
and,the
and the,team
and the team,was
and the team was,wonderful
and the team was wonderful,","
